-6.07,178.49,2.61,86.0,158.0,0.0,0.0,0.0
-6.87,196.25,2.55,88.0,158.0,0.0,0.0,0.0
-7.58,212.69,2.42,89.0,159.0,0.0,0.0,0.0
-8.26,227.39,3.2,91.0,171.0,0.0,0.0,0.0
-9.33,243.81,4.49,95.0,177.0,0.0,0.0,0.0
-10.83,261.35,5.44,99.0,187.0,0.0,0.0,0.0
-12.66,279.39,6.05,105.0,193.0,0.0,0.0,0.0
-14.13,292.7,6.46,103.0,199.0,0.0,0.0,0.0
-15.94,308.47,6.6,108.0,207.0,0.0,0.0,0.0
-18.3,329.0,6.49,108.0,210.0,0.0,0.0,0.0
-19.9,343.57,5.98,112.0,206.0,0.0,0.0,0.0
-21.61,360.92,5.16,117.0,203.0,0.0,0.0,0.0
-23.12,379.28,4.3,113.0,203.0,0.0,0.0,0.0
-24.17,394.48,3.65,115.0,201.0,0.0,0.0,0.0
-25.12,411.71,2.73,116.0,198.0,0.0,0.0,0.0
-25.79,428.09,1.9,115.0,198.0,0.0,0.0,0.0
-26.23,445.52,0.99,116.0,190.0,0.0,0.0,0.0
-30.25,452.25,215.96,118.0,189.0,0.0,0.0,0.0
-26.79,463.26,359.09,112.0,187.0,0.0,0.0,0.0
-26.4,481.78,358.52,116.0,184.0,0.0,0.0,0.0
-25.88,498.34,358.02,114.0,183.0,0.0,0.0,0.0
-25.29,513.46,357.62,117.0,183.0,0.0,0.0,0.0
-24.75,525.8,357.31,117.0,178.0,0.0,0.0,0.0
-23.88,543.09,357.02,118.0,180.0,0.0,0.0,0.0
-23.09,558.02,356.94,114.0,179.0,0.0,0.0,0.0
-22.2,573.76,356.63,116.0,174.0,0.0,0.0,0.0
-21.38,586.89,356.34,111.0,175.0,0.0,0.0,0.0
-20.28,603.66,356.09,112.0,171.0,0.0,0.0,0.0
-19.24,618.34,355.87,113.0,171.0,0.0,0.0,0.0
-18.3,631.29,355.83,114.0,172.0,0.0,0.0,0.0
-17.0,649.08,355.86,111.0,170.0,0.0,0.0,0.0
-15.91,664.17,355.86,111.0,170.0,0.0,0.0,0.0
-14.82,679.08,355.74,109.0,168.0,0.0,0.0,0.0
-13.66,694.28,355.62,108.0,164.0,0.0,0.0,0.0
-12.66,707.28,355.59,108.0,166.0,0.0,0.0,0.0
-11.41,723.57,355.61,109.0,163.0,0.0,0.0,0.0
-10.15,740.44,355.77,110.0,166.0,0.0,0.0,0.0
-9.03,755.4,355.67,108.0,161.0,0.0,0.0,0.0
-7.76,772.1,355.65,108.0,159.0,0.0,0.0,0.0
-6.42,790.12,355.85,108.0,165.0,0.0,0.0,0.0
-5.32,805.84,356.15,109.0,162.0,0.0,0.0,0.0
-3.99,826.52,356.45,106.0,166.0,0.0,0.0,0.0
-2.89,844.9,356.67,107.0,168.0,0.0,0.0,0.0
-1.76,864.78,356.84,109.0,167.0,0.0,0.0,0.0
-0.62,886.0,357.04,109.0,165.0,0.0,0.0,0.0
0.47,908.19,357.3,109.0,170.0,0.0,0.0,0.0
1.33,927.74,357.64,106.0,169.0,0.0,0.0,0.0
2.06,946.49,357.86,107.0,174.0,977.0,0.0,0.0
2.83,968.87,358.27,113.0,176.0,973.0,0.0,0.0
3.33,988.67,358.76,111.0,177.0,948.0,0.0,0.0
3.69,1008.7,359.14,109.0,180.0,936.0,0.0,0.0
3.94,1028.9,359.44,110.0,184.0,910.0,0.0,0.0
4.04,1046.56,287.93,112.0,189.0,890.0,0.0,0.0
0.99,1052.93,0.25,117.0,192.0,886.0,0.0,0.0
0.9,1069.96,0.3,116.0,194.0,853.0,0.0,0.0
0.79,1091.38,0.31,114.0,200.0,836.0,0.0,0.0
0.67,1110.02,0.38,118.0,197.0,818.0,0.0,0.0
0.54,1129.01,0.47,118.0,200.0,810.0,0.0,0.0
0.37,1148.06,0.51,123.0,200.0,782.0,0.0,0.0
0.2,1167.34,0.48,124.0,204.0,762.0,0.0,0.0
0.04,1185.06,0.55,125.0,207.0,752.0,0.0,0.0
-0.13,1200.65,0.74,127.0,212.0,731.0,0.0,0.0
-0.4,1220.16,0.82,130.0,211.0,723.0,0.0,0.0
-0.63,1235.51,0.91,128.0,213.0,705.0,0.0,0.0
-0.98,1255.83,1.03,131.0,218.0,687.0,0.0,0.0
-1.28,1271.93,1.1,134.0,217.0,672.0,0.0,0.0
-1.6,1288.49,1.14,133.0,220.0,655.0,0.0,0.0
-1.93,1305.23,1.09,136.0,223.0,646.0,0.0,0.0
-2.25,1321.68,1.14,136.0,227.0,623.0,1000.0,0.0
-2.58,1339.0,1.04,137.0,224.0,608.0,969.0,0.0
-2.87,1354.23,1.13,139.0,225.0,589.0,906.0,0.0
-3.21,1369.76,1.37,141.0,231.0,580.0,899.0,0.0
-3.65,1386.95,1.53,138.0,233.0,562.0,871.0,0.0
-4.04,1400.98,1.64,144.0,236.0,555.0,856.0,0.0
-4.58,1419.73,1.71,142.0,239.0,527.0,813.0,0.0
-5.05,1434.67,1.86,145.0,245.0,514.0,816.0,0.0
-5.57,1450.54,1.97,145.0,246.0,506.0,766.0,0.0
-6.19,1467.67,2.2,149.0,252.0,489.0,753.0,0.0
-6.84,1483.88,2.32,151.0,257.0,473.0,733.0,0.0
-7.38,1497.2,2.39,153.0,261.0,459.0,713.0,0.0
-8.13,1514.56,2.58,154.0,262.0,441.0,687.0,0.0
-8.94,1531.52,2.89,153.0,268.0,425.0,676.0,0.0
-9.79,1546.85,3.37,159.0,279.0,411.0,660.0,0.0
-10.7,1560.96,4.06,158.0,298.0,400.0,651.0,0.0
-12.12,1578.39,5.35,166.0,321.0,386.0,656.0,0.0
-13.76,1593.72,6.83,172.0,348.0,368.0,654.0,0.0
-16.0,1609.96,8.84,179.0,366.0,360.0,652.0,0.0
-18.84,1626.04,11.13,187.0,370.0,348.0,682.0,0.0
-22.66,1642.99,13.87,201.0,361.0,339.0,770.0,0.0
-26.91,1658.59,16.84,220.0,335.0,332.0,887.0,0.0
-33.09,1677.03,20.01,234.0,307.0,317.0,0.0,0.0
-39.68,1693.23,23.55,256.0,278.0,317.0,0.0,0.0
-46.08,1706.8,26.92,281.0,258.0,311.0,0.0,0.0
-55.47,1723.9,30.79,313.0,243.0,311.0,0.0,0.0
-65.4,1739.27,34.7,348.0,218.0,315.0,0.0,0.0
-76.07,1753.55,38.47,353.0,204.0,317.0,0.0,0.0
-88.36,1767.96,42.39,311.0,194.0,329.0,0.0,0.0
-101.76,1781.65,46.34,267.0,185.0,332.0,0.0,0.0
-116.57,1794.88,50.03,248.0,179.0,345.0,0.0,0.0
-133.58,1808.07,54.04,223.0,172.0,370.0,0.0,0.0
-148.89,1818.5,57.58,198.0,169.0,389.0,0.0,0.0
-167.0,1829.27,60.61,180.0,168.0,443.0,0.0,0.0
-181.37,1836.8,63.83,172.0,165.0,516.0,0.0,0.0
-200.56,1845.63,66.83,162.0,165.0,654.0,0.0,0.0
-218.26,1852.67,69.53,151.0,168.0,761.0,0.0,0.0
-235.34,1858.56,72.07,148.0,170.0,815.0,0.0,0.0
-254.25,1864.2,74.49,141.0,171.0,841.0,0.0,0.0
-270.57,1868.44,76.51,140.0,174.0,844.0,999.0,0.0
-288.99,1872.56,78.23,136.0,174.0,838.0,0.0,0.0
-306.62,1875.97,79.61,134.0,182.0,836.0,0.0,0.0
-322.55,1878.66,80.99,134.0,184.0,818.0,997.0,0.0
-339.92,1881.2,82.22,135.0,190.0,798.0,0.0,0.0
-356.47,1883.3,83.21,131.0,192.0,792.0,995.0,0.0
-374.59,1885.33,83.91,129.0,192.0,770.0,0.0,0.0
-389.36,1886.81,84.65,130.0,196.0,746.0,984.0,0.0
-408.68,1888.47,85.5,131.0,198.0,735.0,962.0,0.0
-423.88,1889.6,86.11,131.0,208.0,721.0,916.0,0.0
-441.22,1890.7,86.54,129.0,205.0,702.0,943.0,0.0
-456.09,1891.53,87.02,132.0,207.0,682.0,913.0,0.0
-471.6,1892.27,87.43,131.0,210.0,670.0,906.0,0.0
-487.75,1892.92,88.01,135.0,216.0,658.0,910.0,0.0
-501.71,1893.31,88.72,135.0,220.0,647.0,899.0,0.0
-519.26,1893.59,89.56,139.0,230.0,621.0,872.0,0.0
-532.94,1893.58,90.57,138.0,235.0,617.0,894.0,0.0
-548.06,1893.28,91.63,141.0,247.0,604.0,884.0,0.0
-561.67,1892.73,92.81,148.0,264.0,589.0,855.0,0.0
-576.37,1891.85,93.9,149.0,279.0,580.0,895.0,0.0
-592.42,1890.57,95.26,156.0,298.0,559.0,869.0,0.0
-607.69,1888.95,96.71,163.0,313.0,553.0,857.0,0.0
-623.72,1886.84,98.31,163.0,339.0,544.0,895.0,0.0
-639.78,1884.2,100.3,177.0,411.0,530.0,856.0,0.0
-655.34,1881.06,102.26,183.0,447.0,516.0,888.0,0.0
-672.46,1876.96,104.41,201.0,501.0,510.0,977.0,0.0
-686.76,1873.0,106.53,209.0,519.0,499.0,0.0,0.0
-705.19,1867.16,108.67,225.0,504.0,493.0,0.0,0.0
-720.83,1861.53,110.72,238.0,495.0,488.0,0.0,0.0
-737.64,1854.76,112.96,253.0,461.0,478.0,0.0,0.0
-754.07,1847.37,115.29,270.0,443.0,466.0,0.0,0.0
-770.79,1839.0,117.8,296.0,425.0,466.0,0.0,0.0
-787.73,1829.54,120.43,327.0,392.0,460.0,0.0,0.0
-804.14,1819.33,123.18,363.0,374.0,466.0,0.0,0.0
-818.53,1809.39,126.28,409.0,360.0,462.0,0.0,0.0
-835.68,1796.28,129.03,446.0,339.0,459.0,0.0,0.0
-852.42,1782.01,131.61,467.0,323.0,468.0,0.0,0.0
-866.2,1769.03,134.59,463.0,308.0,466.0,0.0,0.0
-881.89,1752.49,138.15,433.0,298.0,487.0,0.0,0.0
-895.53,1736.28,141.51,381.0,282.0,495.0,0.0,0.0
-907.41,1720.52,144.68,348.0,281.0,496.0,0.0,0.0
-919.82,1701.87,147.64,330.0,275.0,522.0,0.0,0.0
-929.23,1686.05,150.44,307.0,270.0,555.0,0.0,0.0
-939.35,1667.04,153.49,288.0,268.0,580.0,0.0,0.0
-948.58,1647.21,156.27,273.0,266.0,639.0,0.0,0.0
-956.3,1628.6,158.61,263.0,266.0,780.0,0.0,0.0
-962.8,1610.88,161.14,252.0,273.0,0.0,0.0,0.0
-969.22,1590.69,163.38,244.0,274.0,0.0,0.0,0.0
-973.59,1574.77,165.81,240.0,278.0,0.0,0.0,0.0
-978.42,1553.85,168.19,238.0,285.0,0.0,0.0,0.0
-981.94,1535.13,170.26,231.0,293.0,0.0,0.0,0.0
-984.79,1516.76,171.86,226.0,297.0,0.0,0.0,0.0
-987.16,1498.39,173.42,227.0,305.0,0.0,0.0,0.0
-989.05,1479.66,174.95,226.0,312.0,0.0,0.0,0.0
-990.49,1460.21,176.44,224.0,314.0,0.0,0.0,0.0
-991.34,1443.2,177.74,222.0,326.0,0.0,0.0,0.0
-991.82,1427.56,178.68,225.0,332.0,0.0,0.0,0.0
-992.12,1407.65,179.56,227.0,337.0,0.0,0.0,0.0
-992.12,1392.64,180.42,230.0,352.0,0.0,0.0,0.0
-991.81,1372.79,181.32,231.0,359.0,0.0,0.0,0.0
-991.37,1357.15,181.94,231.0,365.0,0.0,0.0,0.0
-990.7,1339.79,182.49,235.0,372.0,0.0,0.0,0.0
-989.89,1323.76,183.27,236.0,375.0,0.0,0.0,0.0
-989.02,1310.8,184.4,242.0,392.0,0.0,0.0,0.0
-987.44,1293.21,185.89,246.0,423.0,0.0,0.0,0.0
-985.72,1278.7,187.54,250.0,447.0,0.0,0.0,0.0
-983.66,1264.83,189.31,260.0,461.0,0.0,0.0,0.0
-981.41,1252.39,191.19,269.0,514.0,0.0,0.0,0.0
-978.89,1240.89,193.49,277.0,551.0,0.0,0.0,0.0
-975.43,1227.53,195.58,289.0,604.0,0.0,0.0,0.0
-971.5,1214.37,197.67,296.0,735.0,0.0,0.0,0.0
-967.2,1201.87,199.97,309.0,864.0,0.0,0.0,0.0
-961.43,1187.02,202.49,324.0,939.0,0.0,0.0,0.0
-955.85,1174.28,204.61,341.0,980.0,0.0,0.0,0.0
-949.95,1162.06,207.14,365.0,972.0,0.0,0.0,0.0
-941.77,1146.73,209.48,377.0,988.0,0.0,995.0,0.0
-932.84,1131.69,211.7,399.0,983.0,0.0,971.0,0.0
-925.13,1119.84,214.22,429.0,948.0,0.0,969.0,0.0
-914.02,1104.22,216.69,454.0,939.0,0.0,960.0,0.0
-903.27,1090.5,219.18,480.0,921.0,0.0,955.0,0.0
-890.85,1075.91,221.57,520.0,912.0,0.0,942.0,0.0
-877.49,1061.53,224.03,563.0,914.0,0.0,931.0,0.0
-863.43,1047.59,226.39,629.0,903.0,0.0,920.0,0.0
-847.88,1033.46,229.02,714.0,895.0,1000.0,892.0,0.0
-832.57,1020.82,231.61,801.0,909.0,944.0,907.0,0.0
-814.99,1007.51,234.07,875.0,907.0,928.0,893.0,0.0
-797.49,995.47,236.46,911.0,900.0,876.0,896.0,0.0
-777.01,982.5,238.67,937.0,910.0,862.0,870.0,0.0
-758.94,971.9,240.55,919.0,903.0,822.0,859.0,0.0
-736.25,959.48,241.82,912.0,901.0,800.0,845.0,0.0
-717.59,949.7,242.72,902.0,913.0,770.0,820.0,0.0
-700.59,941.09,243.38,899.0,906.0,755.0,802.0,0.0
-677.95,929.84,243.72,879.0,890.0,726.0,784.0,0.0
-657.65,919.84,243.82,877.0,877.0,711.0,774.0,0.0
-637.14,909.75,243.68,862.0,883.0,687.0,752.0,0.0
-616.34,899.33,243.1,843.0,860.0,671.0,707.0,0.0
-594.23,887.92,242.32,845.0,828.0,646.0,694.0,0.0
-573.99,877.06,241.22,837.0,825.0,637.0,652.0,0.0
-555.24,866.47,239.76,848.0,791.0,628.0,630.0,0.0
-534.12,853.75,238.06,843.0,787.0,612.0,606.0,0.0
-514.74,841.21,236.38,853.0,770.0,598.0,584.0,0.0
-499.02,830.36,234.37,834.0,751.0,593.0,558.0,0.0
-477.36,814.4,232.71,847.0,734.0,575.0,527.0,964.0
-459.49,800.33,230.86,855.0,708.0,564.0,508.0,870.0
-443.36,786.77,228.99,849.0,698.0,554.0,485.0,816.0
-425.72,770.91,227.15,862.0,679.0,551.0,467.0,748.0
-409.36,755.28,225.49,867.0,653.0,528.0,450.0,693.0
-393.81,739.48,223.71,875.0,647.0,526.0,427.0,644.0
-377.72,722.12,222.19,864.0,627.0,516.0,412.0,598.0
-365.62,708.4,220.84,859.0,611.0,514.0,398.0,565.0
-353.58,694.09,219.32,861.0,598.0,509.0,379.0,534.0
-339.33,676.22,217.82,881.0,584.0,491.0,366.0,499.0
-327.49,660.63,216.73,852.0,565.0,497.0,350.0,480.0
-314.29,642.54,215.49,847.0,546.0,482.0,339.0,458.0
-303.6,627.27,214.49,856.0,532.0,478.0,329.0,431.0
-291.3,609.03,213.6,855.0,518.0,469.0,315.0,408.0
-281.1,593.42,212.84,829.0,513.0,459.0,306.0,390.0
-270.64,576.95,212.09,834.0,488.0,444.0,291.0,370.0
-261.02,561.39,211.51,803.0,476.0,446.0,278.0,355.0
-253.53,549.05,210.99,787.0,462.0,433.0,272.0,346.0
-242.8,531.05,210.66,764.0,454.0,425.0,260.0,326.0
-235.54,518.71,210.39,758.0,438.0,411.0,255.0,314.0
-224.83,500.37,210.15,714.0,422.0,395.0,236.0,300.0
-217.01,486.82,209.91,693.0,417.0,384.0,230.0,287.0
-208.85,472.6,209.82,682.0,394.0,370.0,220.0,272.0
-201.02,458.99,210.04,637.0,383.0,351.0,207.0,264.0
-192.62,444.51,210.16,629.0,371.0,349.0,199.0,254.0
-184.35,430.29,210.21,602.0,359.0,332.0,192.0,244.0
-175.73,415.53,210.4,571.0,339.0,311.0,179.0,227.0
-167.57,401.71,210.71,542.0,316.0,295.0,173.0,219.0
-159.4,388.04,211.0,527.0,308.0,281.0,159.0,203.0
-151.73,375.34,211.23,497.0,294.0,263.0,151.0,195.0
-143.06,361.09,211.43,481.0,291.0,248.0,141.0,187.0
-135.82,349.34,211.81,467.0,288.0,233.0,132.0,172.0
-126.66,334.71,212.28,436.0,295.0,219.0,122.0,162.0
-118.39,321.71,212.62,412.0,308.0,205.0,112.0,150.0
-110.39,309.28,212.94,405.0,0.0,187.0,100.0,136.0
-101.5,295.64,213.19,371.0,0.0,169.0,91.0,123.0
-92.87,282.52,213.47,349.0,0.0,150.0,83.0,109.0
-85.23,271.04,213.75,334.0,0.0,136.0,71.0,98.0
-77.42,259.39,213.89,316.0,0.0,119.0,60.0,85.0
-71.56,250.67,213.94,307.0,0.0,108.0,52.0,77.0
-66.39,243.01,214.18,287.0,0.0,98.0,51.0,66.0
-60.66,234.62,214.48,276.0,0.0,88.0,43.0,56.0
-55.09,226.54,214.69,261.0,0.0,79.0,36.0,51.0
